ensgene	symbol	m7_d5_nutri_1	m7_d5_nutri_2	m7_d5_nutri_3	m7_d5_nutri_4	Rap_d1_nutri_1	Rap_d1_nutri_2	Rap_d1_nutri_3	Rap_d1_nutri_4	Ric_d5_nutri_1	Ric_d5_nutri_2	Ric_d5_nutri_3	Ric_d5_nutri_4	v_d4_nutri_1	v_d4_nutri_2	v_d4_nutri_3	v_d4_nutri_4
ENSG00000255216	AP001360.2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000166250	CLMP	16	7	5	20	31	32	24	18	59	79	104	161	40	10	25	10
ENSG00000279771	AP000997.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255870	AP003170.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279046	AP003062.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233541	AP000926.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000110066	KMT5B	292	184	111	225	386	396	360	405	142	154	232	310	82	42	52	32
ENSG00000256315	AP000462.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255710	AP003170.1	3	1	0	1	0	1	2	1	2	2	0	1	0	0	0	0
ENSG00000213233	RPL23AP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149557	FEZ1	441	507	552	348	115	120	76	96	331	214	448	434	336	339	377	415
ENSG00000255155	AP004371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255045	AP000866.5	0	0	0	0	2	0	0	0	1	5	1	3	3	0	1	1
ENSG00000091664	SLC17A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255358	AC019227.1	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0
ENSG00000204456	AP003122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286497	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121621	KIF18A	130	77	5	90	588	498	499	442	73	107	176	690	105	29	52	17
ENSG00000149256	TENM4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246174	KCTD21-AS1	25	28	33	27	42	56	51	49	99	50	78	80	50	20	17	43
ENSG00000255545	AP004608.1	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	3
ENSG00000245498	AP000866.1	59	30	4	47	112	103	167	95	29	34	83	197	15	8	21	4
ENSG00000271318	AP000654.2	7	0	1	3	3	12	4	13	3	3	8	7	3	2	3	0
ENSG00000149548	CCDC15	15	6	0	12	125	139	137	113	17	23	26	110	16	4	7	2
ENSG00000285909	NA	7	4	4	6	4	7	12	17	31	12	10	17	10	5	4	6
ENSG00000286044	NA	0	0	0	0	1	2	0	4	0	1	1	4	1	0	0	0
ENSG00000279090	AP000843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255015	AP000755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110400	NECTIN1	15	11	12	9	2	9	4	3	16	13	12	10	28	24	19	16
ENSG00000279342	AP000866.6	32	7	0	4	40	19	2	26	2	9	14	26	5	6	8	0
ENSG00000254515	AP001124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255475	AP001007.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255220	DDX18P5	4	1	1	1	2	5	2	8	0	1	6	0	1	0	1	1
ENSG00000281097	LINC01395	0	0	0	0	1	1	0	0	0	0	0	1	3	0	0	2
ENSG00000278945	AP000770.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154127	UBASH3B	141	111	92	184	243	249	179	307	328	252	523	468	156	97	101	95
ENSG00000255342	AP000926.4	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000236616	BAK1P2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000281386	AP003500.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000254407	PHBP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236129	AP002856.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000255371	OPCML-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254941	AP000866.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204300	TMEM225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256281	AP003174.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019102	VSIG2	0	3	0	2	5	5	6	3	8	2	2	1	4	0	2	6
ENSG00000255344	AP001999.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286374	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134917	ADAMTS8	6	13	8	8	0	3	2	0	7	2	12	6	14	5	19	5
ENSG00000134910	STT3A	7795	8176	8496	6811	7222	7535	7540	7308	7296	4821	7716	7729	7835	5532	5979	9605
ENSG00000254854	AP003390.1	3	3	7	5	0	0	0	0	0	5	0	3	1	0	6	2
ENSG00000109929	SC5D	373	178	33	338	575	655	643	491	150	222	404	1053	254	33	98	36
ENSG00000257070	AP003170.5	1	1	1	1	0	2	1	0	1	0	1	1	0	0	0	0
ENSG00000048028	USP28	458	262	170	410	910	943	511	950	635	679	1105	1384	583	233	161	240
ENSG00000238262	NTM-IT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279497	AP003784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000256603	AP003170.4	9	7	3	9	7	10	6	6	10	7	9	7	12	12	5	4
ENSG00000279711	AP004782.1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000166118	SPATA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254989	AP001999.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175728	C11orf44	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000255247	AP003390.2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000134954	ETS1	460	341	187	433	362	395	221	365	417	322	554	606	261	109	158	143
ENSG00000286341	NA	1	7	0	3	2	1	1	1	1	4	12	0	12	4	0	0
ENSG00000254896	OPCML-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213153	AP001979.1	16	11	21	15	14	17	20	10	44	28	49	41	32	25	25	28
ENSG00000254943	AP003501.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154134	ROBO3	242	363	418	187	271	256	223	274	407	331	397	343	242	250	297	307
ENSG00000254573	AP004550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254406	AP001994.1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000272642	AP003121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149571	KIRREL3	0	8	4	3	1	2	1	3	1	0	0	2	3	1	7	2
ENSG00000232460	BMPR1APS2	1	0	3	0	0	3	2	0	0	2	1	0	2	1	2	0
ENSG00000279189	AP003972.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149547	EI24	1574	1589	1752	1074	2216	2138	1675	1766	3002	2375	3770	3197	3014	2327	2018	2598
ENSG00000254588	AP003397.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288013	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000251226	AP001999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254568	AP003501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287545	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254612	AP001000.1	334	237	143	170	184	240	210	226	349	282	504	603	189	100	91	121
ENSG00000285735	NA	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254607	AP001783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287068	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254591	AP003532.1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255219	AP000755.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287251	NA	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255352	PPP1R10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273415	AP000904.1	3	0	0	1	0	3	5	2	1	8	4	10	8	1	0	0
ENSG00000285640	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204361	NXPE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255537	AP000708.1	4	3	0	1	4	10	3	2	0	0	1	0	4	0	2	1
ENSG00000197798	FAM118B	1627	1201	949	1413	1968	2176	2477	1899	2480	2039	3469	3347	2106	1162	987	1271
ENSG00000188909	BSX	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000255258	AP001979.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256757	AP002840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254842	LINC02551	1	3	1	1	0	0	0	0	0	3	4	4	2	0	4	0
ENSG00000254572	AP002469.1	3	5	3	0	0	1	2	3	1	2	6	6	1	1	4	2
ENSG00000254433	AP001001.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255512	AP005135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254528	AP000757.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280385	AP000648.3	1	0	1	1	3	1	3	14	0	2	5	3	0	0	0	0
ENSG00000254699	AP003097.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273409	AP003481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213184	AP003040.1	40	33	28	16	35	40	29	39	49	31	65	55	35	29	20	48
ENSG00000154143	PANX3	25	17	28	17	23	31	3	16	28	16	17	41	27	14	10	9
ENSG00000154133	ROBO4	5	9	10	2	15	17	2	16	17	8	12	5	20	20	22	16
ENSG00000254935	AP002469.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219529	AP000580.1	5	4	2	2	3	5	5	1	3	0	5	6	1	1	2	2
ENSG00000287897	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149295	DRD2	0	0	0	0	6	2	1	4	0	0	0	0	0	1	1	0
ENSG00000188997	KCTD21	154	108	114	67	60	79	40	71	97	65	201	132	105	79	125	109
ENSG00000254502	AP003097.1	25	18	9	19	29	29	32	26	14	22	37	53	14	3	4	8
ENSG00000255006	ELOCP22	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000171561	OR2AT4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000165478	HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110172	CHORDC1	176	74	24	120	409	438	479	359	120	88	209	425	112	36	82	51
ENSG00000256972	AP000462.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254710	AP001970.1	0	0	1	0	0	0	0	0	0	8	0	0	0	1	0	0
ENSG00000255484	AP003063.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165495	PKNOX2	0	0	0	0	1	1	0	1	2	0	0	0	1	0	0	1
ENSG00000214788	OOSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255234	AP000446.1	0	3	0	1	8	0	3	4	5	6	6	4	2	0	0	0
ENSG00000255079	AC104241.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149564	ESAM	39	42	70	26	15	20	22	20	40	34	58	56	57	32	51	67
ENSG00000133884	DPF2	8293	8560	10930	6890	7551	8403	6956	9165	11955	7990	13010	10935	11080	9071	11650	12843
ENSG00000270701	AP002802.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221932	HEPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230716	KRT8P7	3	3	9	2	7	6	6	8	24	23	27	26	26	25	41	41
ENSG00000288393	NA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000137726	FXYD6	4	1	14	3	0	0	0	1	0	0	1	0	60	89	166	170
ENSG00000149328	GLB1L2	1190	1332	1495	807	841	1100	726	1046	717	479	689	615	655	622	679	786
ENSG00000288070	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255032	AC104241.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000259290	AP001007.3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000237937	AP000770.1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254932	AP001007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109956	B3GAT1	0	0	1	1	0	0	0	1	0	0	1	0	4	0	0	3
ENSG00000285693	NA	15	19	10	17	22	27	22	40	26	22	52	24	39	27	17	26
ENSG00000184566	AC132216.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135363	LMO2	4	0	1	1	0	0	0	0	0	0	1	2	1	0	0	1
ENSG00000085117	CD82	1134	1140	1266	929	742	912	886	813	3028	2017	3502	2866	2614	2090	2424	3245
ENSG00000235661	MIR670HG	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149084	HSD17B12	452	227	116	420	639	797	513	551	447	421	731	1302	396	182	188	185
ENSG00000254693	AC010768.1	7	4	4	3	4	2	0	4	19	6	14	15	21	19	19	16
ENSG00000243721	RPL23AP63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118094	TREH	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1
ENSG00000109881	CCDC34	50	24	13	28	138	190	236	114	49	54	123	232	41	18	24	17
ENSG00000187151	ANGPTL5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000086827	ZW10	759	503	193	599	1508	1642	1333	1560	1126	1164	1987	2722	766	281	316	275
ENSG00000279295	AP001541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243353	RPS29P19	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0
ENSG00000244259	AP000797.2	0	0	0	0	0	0	0	1	2	0	1	1	1	0	1	0
ENSG00000257067	AP000797.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254890	AP003049.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270403	AP001554.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255808	AP003065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110318	CEP126	13	11	6	14	56	28	16	34	12	25	19	60	17	7	19	1
ENSG00000254626	AP003100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185742	C11orf87	0	0	0	0	13	8	1	2	0	0	1	0	1	0	0	2
ENSG00000254482	AP003102.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000254471	AP001284.1	5	4	1	2	19	9	13	15	6	3	19	37	2	0	1	0
ENSG00000239600	AP000797.1	2	1	4	3	0	2	3	3	3	1	2	7	2	0	0	1
ENSG00000149534	MS4A2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000254424	AP003733.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214782	AP004243.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287006	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166961	MS4A15	10	24	17	10	2	1	3	0	5	7	9	3	22	26	35	28
ENSG00000207805	MIR483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265258	MIR4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199550	Y_RNA	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000275669	MIR6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207308	RNU6-878P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266645	MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529	MIR8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222162	RN7SKP151	0	1	0	0	0	4	0	0	1	0	0	2	1	0	0	2
ENSG00000212365	RNA5SP332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201856	RNA5SP331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200685	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253072	snoMBII-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221703	MIR302E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251991	RNU7-49P	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000241943	RN7SL188P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284094	MIR6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201059	RNA5SP336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252816	RNA5SP337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200687	RNA5SP335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265210	MIR4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207407	SNORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264309	MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252519	RNU6-783P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207252	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278483	MIR8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212289	RNA5SP339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207874	MIR610	3	0	0	1	2	4	10	2	1	0	5	16	0	0	0	0
ENSG00000199883	RN7SKP90	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
ENSG00000200615	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222427	RNA5SP338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206808	Y_RNA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273677	WT1-AS_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243505	RN7SL240P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278822	WT1-AS_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278045	WT1-AS_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276530	WT1-AS_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273908	WT1-AS_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277119	WT1-AS_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275868	MIR8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212551	U3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200485	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251838	SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201591	RNU6-99P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252652	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263389	MIR3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252355	RN7SKP287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206806	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252922	RNU6-365P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201867	Y_RNA	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000222385	RN7SKP158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273912	MIR8068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211568	MIR670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199077	MIR129-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265014	MIR3160-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283497	MIR3160-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275208	MIR6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263540	MIR5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252427	SNORD67	1	0	0	0	0	2	0	1	0	1	1	1	0	2	0	0
ENSG00000212135	SNORD67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263693	MIR3161	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264559	MIR3162	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
ENSG00000223223	RN7SKP192	2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0
ENSG00000222477	RNU2-23P	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000284489	MIR6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278144	NEAT1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278050	NEAT1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277599	NEAT1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206587	RNU6-46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284293	MIR7113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284435	MIR4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239099	RNU7-23P	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000283326	MIR6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266423	MIR3163	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223202	RN7SKP297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265902	MIR4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275022	MIR6753	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200152	RNU6-216P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223013	RNA5SP344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200146	RNU6-544P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252033	RNU6-311P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206816	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211997	MIR708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206638	RNU6-672P	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
ENSG00000238880	RNU7-59P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266570	MIR5579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264110	MIR4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276669	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223015	RNU6-1135P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202522	Y_RNA	0	0	1	2	1	1	0	1	0	0	1	1	0	0	1	2
ENSG00000265064	MIR4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207113	RNU6-16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206690	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272036	MIR139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251919	RNU7-105P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240202	RN7SL223P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283412	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242999	RN7SL239P	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0
ENSG00000200877	RNU6-560P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221230	MIR548L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199315	RNA5SP347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207299	SNORD56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263885	MIR3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242165	RN7SL222P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199875	Y_RNA	0	0	0	2	1	0	0	2	0	0	3	0	1	0	0	0
ENSG00000202314	SNORD6	2	0	0	0	0	1	1	5	0	3	0	1	0	0	0	1
ENSG00000275146	snoU2_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273885	snoU2-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207112	SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223269	RN7SKP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206799	SNORA32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206834	SNORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207304	SNORA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239195	SNORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207145	SNORA18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284458	MIR1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000210825	SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212466	RNU6-952P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274097	5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280773	MIR7641-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
